Liên kết gốc,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Liên kết chuyển đổi,Lí do thất bại
https://shopee.vn/product/1041184627/51703863892,,,,,,https://s.shopee.vn/8APsbBZnLo,
